1995-12-08,Close, 1239999.94
1995-12-11,Close, 1279999.94
1995-12-12,Close, 859999.96
1995-12-13,Close, 579999.97
1995-12-13,BUY CREATE, 579999.97
1995-12-14,Order Canceled/Margin/Rejected
1995-12-14,Close, 519999.98
1995-12-14,BUY CREATE, 519999.98
1995-12-15,Order Canceled/Margin/Rejected
1995-12-15,Close, 429999.98
1995-12-15,BUY CREATE, 429999.98
1995-12-18,Order Canceled/Margin/Rejected
1995-12-18,Close, 1929999.91
1995-12-19,Close, 1089999.95
1995-12-20,Close, 3859999.83
1995-12-21,Close, 739999.97
1995-12-22,Close, 1069999.95
1995-12-26,Close, 789999.96
1995-12-27,Close, 1079999.95
1995-12-28,Close, 729999.97
1995-12-29,Close, 1079999.95
1996-01-01,Close, 499999.98
1996-01-02,Close, 1469999.93
1996-01-03,Close, 409999.98
1996-01-04,Close, 2599999.88
1996-01-05,Close, 1989999.91
1996-01-08,Close, 629999.97
1996-01-08,BUY CREATE, 629999.97
1996-01-09,Order Canceled/Margin/Rejected
1996-01-09,Close, 2719999.88
1996-01-10,Close, 2339999.90
1996-01-11,Close, 1259999.94
1996-01-11,BUY CREATE, 1259999.94
1996-01-12,Order Canceled/Margin/Rejected
1996-01-12,Close, 609999.97
1996-01-12,BUY CREATE, 609999.97
1996-01-15,Order Canceled/Margin/Rejected
1996-01-15,Close, 1709999.92
1996-01-16,Close, 3629999.84
1996-01-17,Close, 889999.96
1996-01-18,Close, 1249999.94
1996-01-19,Close, 6579999.71
1996-01-22,Close, 1069999.95
1996-01-23,Close, 2489999.89
1996-01-24,Close, 899999.96
1996-01-25,Close, 203839990.89
1996-01-29,Close, 3349999.85
1996-01-30,Close, 2049999.91
1996-01-30,BUY CREATE, 2049999.91
1996-01-31,Order Canceled/Margin/Rejected
1996-01-31,Close, 2529999.89
1996-02-01,Close, 879999.96
1996-02-02,Close, 3919999.82
1996-02-05,Close, 759999.97
1996-02-06,Close, 3689999.84
1996-02-07,Close, 599999.97
1996-02-08,Close, 3329999.85
1996-02-09,Close, 4269999.81
1996-02-12,Close, 2009999.91
1996-02-13,Close, 1169999.95
1996-02-13,BUY CREATE, 1169999.95
1996-02-14,Order Canceled/Margin/Rejected
1996-02-14,Close, 3649999.84
1996-02-15,Close, 2909999.87
1996-02-16,Close, 1059999.95
1996-02-16,BUY CREATE, 1059999.95
1996-02-19,Order Canceled/Margin/Rejected
1996-02-19,Close, 2529999.89
1996-02-20,Close, 3019999.86
1996-02-22,Close, 2449999.89
1996-02-23,Close, 1149999.95
1996-02-23,BUY CREATE, 1149999.95
1996-02-26,Order Canceled/Margin/Rejected
1996-02-26,Close, 1289999.94
1996-02-27,Close, 3849999.83
1996-02-28,Close, 989999.96
1996-02-29,Close, 10349999.54
1996-03-01,Close, 38269998.29
1996-03-04,Close, 3449999.85
1996-03-06,Close, 609999.97
1996-03-06,BUY CREATE, 609999.97
1996-03-07,Order Canceled/Margin/Rejected
1996-03-07,Close, 2979999.87
1996-03-08,Close, 2289999.90
1996-03-11,Close, 3089999.86
1996-03-12,Close, 8369999.63
1996-03-13,Close, 589999.97
1996-03-14,Close, 1709999.92
1996-03-15,Close, 1339999.94
1996-03-18,Close, 1739999.92
1996-03-19,Close, 1739999.92
1996-03-21,Close, 1879999.92
1996-03-22,Close, 5719999.74
1996-03-25,Close, 5399999.76
1996-03-26,Close, 8879999.60
1996-03-27,Close, 6029999.73
1996-03-28,Close, 20889999.07
1996-03-29,Close, 17679999.21
1996-04-01,Close, 10449999.53
1996-04-01,BUY CREATE, 10449999.53
1996-04-02,Order Canceled/Margin/Rejected
1996-04-02,Close, 6359999.72
1996-04-02,BUY CREATE, 6359999.72
1996-04-03,Order Canceled/Margin/Rejected
1996-04-03,Close, 4589999.79
1996-04-03,BUY CREATE, 4589999.79
1996-04-04,Order Canceled/Margin/Rejected
1996-04-04,Close, 1829999.92
1996-04-04,BUY CREATE, 1829999.92
1996-04-08,Order Canceled/Margin/Rejected
1996-04-08,Close, 2549999.89
1996-04-09,Close, 1659999.93
1996-04-10,Close, 2809999.87
1996-04-11,Close, 1819999.92
1996-04-12,Close, 1569999.93
1996-04-12,BUY CREATE, 1569999.93
1996-04-15,Order Canceled/Margin/Rejected
1996-04-15,Close, 2629999.88
1996-04-16,Close, 2309999.90
1996-04-17,Close, 7639999.66
1996-04-18,Close, 4589999.79
1996-04-19,Close, 5329999.76
1996-04-22,Close, 1399999.94
1996-04-23,Close, 2229999.90
1996-04-24,Close, 2419999.89
1996-04-25,Close, 2299999.90
1996-04-26,Close, 2539999.89
1996-04-29,Close, 1599999.93
1996-04-30,Close, 1329999.94
1996-04-30,BUY CREATE, 1329999.94
1996-05-01,Order Canceled/Margin/Rejected
1996-05-01,Close, 369999.98
1996-05-01,BUY CREATE, 369999.98
1996-05-02,Order Canceled/Margin/Rejected
1996-05-02,Close, 519999.98
1996-05-03,Close, 2329999.90
1996-05-06,Close, 1599999.93
1996-05-07,Close, 6209999.72
1996-05-08,Close, 1099999.95
1996-05-09,Close, 36919998.35
1996-05-10,Close, 31689998.58
1996-05-13,Close, 639999.97
1996-05-13,BUY CREATE, 639999.97
1996-05-14,Order Canceled/Margin/Rejected
1996-05-14,Close, 26899998.80
1996-05-15,Close, 2419999.89
1996-05-16,Close, 1609999.93
1996-05-16,BUY CREATE, 1609999.93
1996-05-17,Order Canceled/Margin/Rejected
1996-05-17,Close, 3219999.86
1996-05-20,Close, 739999.97
1996-05-21,Close, 1689999.92
1996-05-22,Close, 219999.99
1996-05-23,Close, 639999.97
1996-05-24,Close, 559999.97
1996-05-27,Close, 689999.97
1996-05-28,Close, 819999.96
1996-05-29,Close, 1899999.92
1996-05-30,Close, 1079999.95
1996-05-31,Close, 369999.98
1996-05-31,BUY CREATE, 369999.98
1996-06-03,Order Canceled/Margin/Rejected
1996-06-03,Close, 389999.98
1996-06-04,Close, 639999.97
1996-06-05,Close, 859999.96
1996-06-06,Close, 1599999.93
1996-06-07,Close, 309999.99
1996-06-10,Close, 539999.98
1996-06-11,Close, 1209999.95
1996-06-12,Close, 629999.97
1996-06-13,Close, 679999.97
1996-06-14,Close, 2209999.90
1996-06-17,Close, 2739999.88
1996-06-18,Close, 2379999.89
1996-06-19,Close, 14049999.37
1996-06-20,Close, 5899999.74
1996-06-21,Close, 4329999.81
1996-06-21,BUY CREATE, 4329999.81
1996-06-24,Order Canceled/Margin/Rejected
1996-06-24,Close, 3189999.86
1996-06-24,BUY CREATE, 3189999.86
1996-06-25,Order Canceled/Margin/Rejected
1996-06-25,Close, 3109999.86
1996-06-25,BUY CREATE, 3109999.86
1996-06-26,Order Canceled/Margin/Rejected
1996-06-26,Close, 4019999.82
1996-06-27,Close, 3659999.84
1996-06-28,Close, 2509999.89
1996-06-28,BUY CREATE, 2509999.89
1996-07-01,Order Canceled/Margin/Rejected
1996-07-01,Close, 1859999.92
1996-07-01,BUY CREATE, 1859999.92
1996-07-02,Order Canceled/Margin/Rejected
1996-07-02,Close, 2409999.89
1996-07-03,Close, 1869999.92
1996-07-04,Close, 20099999.10
1996-07-05,Close, 1819999.92
1996-07-08,Close, 1319999.94
1996-07-08,BUY CREATE, 1319999.94
1996-07-09,Order Canceled/Margin/Rejected
1996-07-09,Close, 1699999.92
1996-07-10,Close, 7099999.68
1996-07-11,Close, 6399999.71
1996-07-12,Close, 2499999.89
1996-07-12,BUY CREATE, 2499999.89
1996-07-15,Order Canceled/Margin/Rejected
1996-07-15,Close, 2609999.88
1996-07-16,Close, 20099999.10
1996-07-17,Close, 3169999.86
1996-07-18,Close, 1299999.94
1996-07-18,BUY CREATE, 1299999.94
1996-07-19,Order Canceled/Margin/Rejected
1996-07-19,Close, 2099999.91
1996-07-22,Close, 749999.97
1996-07-23,Close, 2829999.87
1996-07-24,Close, 629999.97
1996-07-25,Close, 449999.98
1996-07-25,BUY CREATE, 449999.98
1996-07-26,Order Canceled/Margin/Rejected
1996-07-26,Close, 699999.97
1996-07-29,Close, 409999.98
1996-07-30,Close, 1099999.95
1996-07-31,Close, 1029999.95
1996-08-01,Close, 5269999.76
1996-08-02,Close, 4299999.81
1996-08-05,Close, 3839999.83
1996-08-05,BUY CREATE, 3839999.83
1996-08-06,Order Canceled/Margin/Rejected
1996-08-06,Close, 4609999.79
1996-08-07,Close, 2519999.89
1996-08-08,Close, 1399999.94
1996-08-08,BUY CREATE, 1399999.94
1996-08-09,Order Canceled/Margin/Rejected
1996-08-09,Close, 1009999.95
1996-08-09,BUY CREATE, 1009999.95
1996-08-12,Order Canceled/Margin/Rejected
1996-08-12,Close, 1259999.94
1996-08-13,Close, 1879999.92
1996-08-14,Close, 969999.96
1996-08-16,Close, 1459999.93
1996-08-19,Close, 1199999.95
1996-08-20,Close, 2639999.88
1996-08-21,Close, 1319999.94
1996-08-22,Close, 1719999.92
1996-08-23,Close, 849999.96
1996-08-26,Close, 1019999.95
1996-08-27,Close, 1049999.95
1996-08-28,Close, 359999.98
1996-08-29,Close, 10599999.53
1996-08-30,Close, 2829999.87
1996-09-02,Close, 599999.97
1996-09-02,BUY CREATE, 599999.97
1996-09-03,Order Canceled/Margin/Rejected
1996-09-03,Close, 1339999.94
1996-09-04,Close, 1609999.93
1996-09-05,Close, 2179999.90
1996-09-06,Close, 809999.96
1996-09-09,Close, 909999.96
1996-09-10,Close, 1449999.94
1996-09-11,Close, 389999.98
1996-09-12,Close, 669999.97
1996-09-13,Close, 4639999.79
1996-09-16,Close, 369999.98
1996-09-17,Close, 10269999.54
1996-09-18,Close, 2809999.87
1996-09-19,Close, 769999.97
1996-09-19,BUY CREATE, 769999.97
1996-09-20,Order Canceled/Margin/Rejected
1996-09-20,Close, 2899999.87
1996-09-23,Close, 20749999.07
1996-09-24,Close, 9759999.56
1996-09-25,Close, 1289999.94
1996-09-25,BUY CREATE, 1289999.94
1996-09-26,Order Canceled/Margin/Rejected
1996-09-26,Close, 689999.97
1996-09-26,BUY CREATE, 689999.97
1996-09-27,Order Canceled/Margin/Rejected
1996-09-27,Close, 9709999.57
1996-09-30,Close, 149999.99
1996-10-01,Close, 2009999.91
1996-10-03,Close, 1899999.92
1996-10-04,Close, 1049999.95
1996-10-04,BUY CREATE, 1049999.95
1996-10-07,Order Canceled/Margin/Rejected
1996-10-07,Close, 1039999.95
1996-10-07,BUY CREATE, 1039999.95
1996-10-08,Order Canceled/Margin/Rejected
1996-10-08,Close, 1439999.94
1996-10-09,Close, 2199999.90
1996-10-10,Close, 1489999.93
1996-10-11,Close, 1859999.92
1996-10-14,Close, 1529999.93
1996-10-15,Close, 2049999.91
1996-10-16,Close, 2139999.90
1996-10-17,Close, 1889999.92
1996-10-18,Close, 599999.97
1996-10-18,BUY CREATE, 599999.97
1996-10-22,Order Canceled/Margin/Rejected
1996-10-22,Close, 1559999.93
1996-10-23,Close, 1269999.94
1996-10-24,Close, 1659999.93
1996-10-25,Close, 2869999.87
1996-10-28,Close, 3789999.83
1996-10-29,Close, 1309999.94
1996-10-31,Close, 1779999.92
1996-11-01,Close, 1469999.93
1996-11-04,Close, 1199999.95
1996-11-04,BUY CREATE, 1199999.95
1996-11-05,Order Canceled/Margin/Rejected
1996-11-05,Close, 1209999.95
1996-11-06,Close, 1779999.92
1996-11-07,Close, 849999.96
1996-11-08,Close, 559999.97
1996-11-08,BUY CREATE, 559999.97
1996-11-10,Order Canceled/Margin/Rejected
1996-11-10,Close, 689999.97
1996-11-11,Close, 819999.96
1996-11-13,Close, 189999.99
1996-11-14,Close, 139999.99
1996-11-14,BUY CREATE, 139999.99
1996-11-15,Order Canceled/Margin/Rejected
1996-11-15,Close, 219999.99
1996-11-18,Close, 379999.98
1996-11-19,Close, 919999.96
1996-11-20,Close, 939999.96
1996-11-21,Close, 229999.99
1996-11-22,Close, 429999.98
1996-11-25,Close, 499999.98
1996-11-26,Close, 709999.97
1996-11-27,Close, 1699999.92
1996-11-28,Close, 459999.98
1996-11-29,Close, 2509999.89
1996-12-02,Close, 459999.98
1996-12-03,Close, 889999.96
1996-12-04,Close, 1659999.93
1996-12-05,Close, 1129999.95
1996-12-06,Close, 839999.96
1996-12-06,BUY CREATE, 839999.96
1996-12-09,Order Canceled/Margin/Rejected
1996-12-09,Close, 589999.97
1996-12-09,BUY CREATE, 589999.97
